"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"花ノ下連歌","ADVANCED","807","2","126","2","39","10","32","43","124","124","124","124","114","109","98","91","81","80","63","9710012","1045202","9687179","9571794","9772727","9885989","9983313","7785849","9998685","9763448","9725427","9970797","9975783","9544872","8631821","9997329","10000000","10000000","0","10000000"
"花ノ下連歌","EXHAUST","807","3","2668","74","610","1191","648","145","2665","2665","2661","2639","2551","2415","2178","1944","1512","915","436","9816475","375244","9531782","9364146","9621611","9778345","9906760","9881223","9965628","9553195","9749096","9851989","9867431","9923238","9917353","9961771","9974123","9966456","9985493","9994866"
"Deadly Dolly Dance","NOVICE","808","1","83","2","20","1","10","50","81","81","81","81","78","72","69","65","64","62","56","9653550","1524721","9826227","9514379","9831840","9882024","9919294","5028289","9994948","9803677","9850896","9856199","10000000","7514144","9915842","9996071","10000000","10000000","0","10000000"
"Deadly Dolly Dance","ADVANCED","808","2","278","2","108","62","44","62","278","278","276","264","238","221","196","181","141","115","88","9742689","343264","9598456","9485398","9585731","9759031","9845220","9830077","9991941","9618462","9618314","9791208","9822954","9940171","9841609","9990842","9990232","9996947","0","10000000"
"Deadly Dolly Dance","EXHAUST","808","3","3859","29","1082","2222","478","48","3858","3858","3850","3802","3545","3256","2735","2087","1288","555","206","9738164","258663","9507391","9129860","9366876","9610020","9819191","9870834","9942783","9311182","9551370","9711174","9789990","9852942","9899812","9935765","9962885","9962448","9978801","9990659"
"Time to Air -Fly High Remix-","NOVICE","809","1","76","1","16","5","13","41","76","75","74","73","71","69","67","62","58","54","50","9858588","379224","9777580","9685646","9950573","9858393","9928826","9895611","9973310","9826647","9759363","9940688","9389086","9998023","9941766","9983195","10000000","10000000","0","10000000"
"Time to Air -Fly High Remix-","ADVANCED","809","2","293","8","132","60","45","48","292","292","285","274","244","206","169","151","132","96","79","9631543","652023","9532919","9246202","9473573","9574049","9746431","9847616","9943393","9515296","9644175","9527773","9811768","9739070","9839209","9888459","10000000","9997850","0","10000000"
"Time to Air -Fly High Remix-","EXHAUST","809","3","3625","99","987","2245","230","64","3622","3621","3609","3570","3385","3116","2721","2186","1491","680","284","9761101","301858","9511514","9082947","9355268","9616885","9836983","9862614","9948030","9288381","9546128","9714239","9817753","9875858","9892917","9945225","9958531","9957371","9976700","9987997"
"Get back here","NOVICE","810","1","78","0","12","3","11","52","78","78","77","77","77","75","74","74","68","66","58","9942601","215895","9968682","9824346","9918300","9898784","9982128","10000000","10000000","9917393","9991830","9839115","9988766","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Get back here","ADVANCED","810","2","177","0","64","19","36","58","177","177","177","174","162","148","134","130","110","98","85","9815714","287314","9658506","9650317","9693189","9807155","9914911","9949501","9999535","9721705","9631450","9940697","9887855","9876279","9966279","9999335","10000000","10000000","0","10000000"
"Get back here","EXHAUST","810","3","3957","10","767","1456","1298","426","3957","3957","3955","3939","3893","3809","3596","3267","2652","1770","1017","9884254","163334","9560754","9573056","9749990","9852447","9930245","9942974","9974484","9686325","9829950","9893047","9922581","9945608","9953397","9974413","9980666","9974556","9965536","9986374"
"Get back here","GRAVITY","810","6","3820","99","1268","2003","398","52","3820","3820","3815","3787","3624","3300","2710","2086","1319","588","251","9754785","225823","9506995","9216028","9377667","9619169","9824093","9881373","9946778","9358524","9558556","9713930","9791968","9858950","9900113","9942407","9963402","9965988","9975832","9990550"
"踊るフィーバーロボ","NOVICE","811","1","47","0","0","1","7","39","47","47","47","47","47","47","47","47","46","44","42","9993635","18363","9974359","0","9997863","9988823","9996439","10000000","10000000","9988889","9979243","9997558","10000000","10000000","10000000","9994872","10000000","10000000","0","10000000"
"踊るフィーバーロボ","ADVANCED","811","2","77","0","6","4","37","30","77","77","76","76","75","75","74","73","63","55","42","9927646","186705","9653402","9623448","9894970","9955070","9974326","10000000","9998574","9808840","9977994","9951326","9965573","9987163","10000000","9997249","10000000","10000000","0","10000000"
"踊るフィーバーロボ","EXHAUST","811","3","1848","12","497","946","325","68","1846","1846","1839","1821","1769","1694","1557","1348","916","431","208","9811983","356946","9213314","9125858","9474588","9670083","9866570","9889511","9924482","9284587","9575826","9774914","9839419","9880614","9905825","9942587","9954845","9979569","9589596","9987994"
"ancient garden","NOVICE","812","1","64","0","1","1","11","51","64","64","64","64","64","64","64","63","60","58","52","9983815","43497","9994885","0","9991475","9995433","9986360","9964194","10000000","9991725","10000000","9934234","10000000","9964194","9971583","10000000","10000000","10000000","0","10000000"
"ancient garden","ADVANCED","812","2","88","2","12","14","21","39","88","87","84","81","80","78","75","74","71","66","58","9825890","430831","9740351","8961988","9467836","9776140","9916799","9997661","9998700","9656608","9650877","9882066","9881446","9998538","9939327","9997807","10000000","9994152","0","10000000"
"ancient garden","EXHAUST","812","3","3014","98","604","1174","915","223","3014","3014","3009","2984","2904","2762","2487","2227","1672","990","494","9830791","212004","9491886","9423153","9629939","9786258","9909372","9924606","9968929","9569139","9755357","9856014","9900426","9928198","9941208","9963154","9980497","9993995","9994618","9994246"
"Discover the Life","NOVICE","813","1","56","0","2","0","4","50","56","56","56","56","56","55","54","54","54","53","53","9980789","90409","10000000","0","10000000","9937234","9999481","10000000","10000000","9964727","9913286","9998040","10000000","10000000","10000000","9998236","10000000","10000000","0","10000000"
"Discover the Life","ADVANCED","813","2","136","2","48","16","25","45","136","136","134","130","118","105","93","89","85","80","69","9762905","348010","9466852","9324247","9703689","9745852","9951696","9998692","9996402","9595835","9578553","9844208","9925129","9997645","9928179","9995203","9996860","10000000","0","10000000"
"Discover the Life","EXHAUST","813","3","2728","6","587","1458","508","169","2728","2728","2726","2719","2679","2565","2368","2156","1684","962","513","9860056","176447","9598310","9539448","9678522","9821190","9921804","9937439","9975005","9643203","9799272","9872673","9912553","9930576","9953257","9970208","9984841","9991653","9994780","9989377"
"Solitude & Nightmare","NOVICE","814","1","57","1","0","0","8","48","57","56","56","56","56","56","56","56","56","56","53","9946223","381240","9993630","10000000","9579163","9995100","9998595","10000000","10000000","9840345","10000000","10000000","9998673","10000000","10000000","9995223","10000000","10000000","0","10000000"
"Solitude & Nightmare","ADVANCED","814","2","140","1","53","13","33","40","140","140","137","127","111","101","91","84","79","74","64","9692215","421624","9567127","9145339","9511470","9625468","9932428","9737828","9925094","9523236","9485511","9741534","9930601","9827364","9901295","9999331","10000000","10000000","0","10000000"
"Solitude & Nightmare","EXHAUST","814","3","3147","14","755","1668","515","195","3146","3146","3137","3098","2986","2824","2548","2283","1715","995","514","9814786","249149","9443029","9422236","9577173","9765623","9886475","9893412","9968321","9522192","9744049","9836722","9890113","9887366","9931239","9964854","9970385","9981200","9994780","9988489"
"善悪の頂にある真実","NOVICE","815","1","94","0","2","2","4","86","94","94","94","94","94","94","93","93","91","90","90","9992962","36584","9995759","0","9974555","9999252","9985005","10000000","10000000","9986570","10000000","9991904","9974555","10000000","10000000","10000000","10000000","10000000","0","10000000"
"善悪の頂にある真実","ADVANCED","815","2","109","2","36","11","14","46","109","109","105","104","94","84","73","70","66","61","57","9749892","369161","9549841","9368717","9597754","9702524","9923216","9901990","10000000","9587486","9576673","9837957","9901305","9993969","9950409","9999246","10000000","9595899","0","10000000"
"善悪の頂にある真実","EXHAUST","815","3","1408","35","224","422","555","172","1406","1404","1381","1355","1295","1249","1216","1150","974","695","346","9817088","445052","9333929","9427481","9568144","9775046","9894393","9879699","9984686","9528764","9734061","9862202","9895093","9879116","9843211","9974378","9985205","9997176","9996987","9997376"
"ゲキツイムラサ","NOVICE","816","1","60","0","3","3","10","44","60","60","60","60","59","59","58","57","57","54","50","9969737","114422","9864035","9706140","9985380","9990058","9996711","10000000","10000000","9902960","9994518","9989474","9997076","10000000","9984405","10000000","10000000","10000000","0","10000000"
"ゲキツイムラサ","ADVANCED","816","2","199","5","93","21","34","46","199","199","192","187","163","141","125","114","97","85","72","9683651","407817","9431273","9371110","9595407","9743892","9949747","9563946","9999367","9551411","9685763","9727457","9945964","9948708","9625464","9998100","10000000","10000000","0","10000000"
"ゲキツイムラサ","EXHAUST","816","3","4362","350","1090","2541","284","97","4360","4360","4336","4294","4109","3720","3030","2379","1573","758","351","9743966","277835","9520205","9023315","9335296","9640078","9836752","9885035","9947526","9328412","9581274","9737238","9817727","9876103","9906951","9941414","9957004","9959284","9978082","9990667"
"或る春の日","NOVICE","817","1","62","0","0","1","3","58","62","62","62","62","62","62","62","62","62","61","61","9998097","9661","9998488","0","10000000","9997208","9995730","10000000","10000000","9996975","10000000","9989629","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"或る春の日","ADVANCED","817","2","87","1","20","6","14","46","87","87","86","84","77","72","69","67","65","59","57","9817458","376033","9423184","9383182","9720903","9811576","9941547","10000000","10000000","9598978","9665156","9925730","9903415","10000000","9997762","10000000","10000000","10000000","0","10000000"
"或る春の日","EXHAUST","817","3","1690","42","330","633","357","328","1690","1690","1670","1646","1560","1472","1384","1295","1117","842","611","9827084","290852","9466798","9430929","9601975","9778873","9919742","9909214","9983496","9564142","9745601","9867464","9890295","9939415","9921806","9973090","9993423","9905870","9999661","9999358"
"Lo-Fi-M","NOVICE","818","1","57","0","0","3","6","48","57","57","57","57","57","57","57","57","57","56","51","9994898","14498","9968105","10000000","9998124","9995670","9997835","10000000","9993746","9988117","9996873","9994371","9995310","10000000","9995310","10000000","10000000","10000000","0","10000000"
"Lo-Fi-M","ADVANCED","818","2","170","2","36","43","44","45","170","169","169","164","159","156","148","138","116","98","69","9848990","324409","9585519","9644543","9871320","9908598","9957427","9994753","9828532","9722692","9866386","9925179","9954015","9987758","9995919","9939839","9519937","10000000","0","9999344"
"Lo-Fi-M","EXHAUST","818","3","2868","7","613","1746","245","257","2868","2866","2860","2847","2782","2676","2408","2071","1535","966","550","9833976","213885","9445994","9470479","9637558","9761204","9894117","9919204","9961573","9563400","9727112","9821737","9879712","9926627","9931074","9955844","9973422","9981268","9976965","9986623"
"Laughin' Muffin","NOVICE","819","1","57","0","4","2","7","44","57","57","57","56","56","55","54","53","53","53","48","9952631","189525","9993846","9453846","10000000","9898461","9991795","10000000","10000000","9955029","9813461","9984615","10000000","10000000","10000000","9931868","9980769","10000000","0","10000000"
"Laughin' Muffin","ADVANCED","819","2","95","2","10","8","33","42","95","95","92","91","90","89","83","79","78","74","60","9870837","359891","9437156","0","9859737","9891944","9965479","9916751","9972444","9707906","9763370","9943491","9994450","9997982","9918769","10000000","10000000","10000000","0","10000000"
"Laughin' Muffin","EXHAUST","819","3","2662","11","460","1201","794","196","2661","2661","2657","2631","2585","2484","2314","2086","1615","922","485","9849505","235357","9394838","9432313","9621845","9812221","9912919","9928566","9970289","9573358","9770366","9871212","9916528","9925911","9945062","9948350","9967977","9968792","9990988","9993622"
"MERRiESTxHOLiC","NOVICE","820","1","73","0","2","0","2","69","73","73","73","72","72","72","72","72","70","70","70","9979999","131940","9981061","0","10000000","9923027","10000000","10000000","10000000","9989669","9860537","9986226","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"MERRiESTxHOLiC","ADVANCED","820","2","75","0","10","8","10","47","75","75","74","74","72","69","66","64","64","61","60","9907304","243926","9748883","9387782","9996680","9942314","9997266","10000000","9999051","9782844","9853918","9985391","9996311","9995020","10000000","9998340","10000000","10000000","0","10000000"
"MERRiESTxHOLiC","EXHAUST","820","3","1106","5","147","385","339","230","1104","1104","1100","1097","1084","1073","1041","991","849","640","416","9898054","399492","9740196","9570261","9793369","9835534","9951776","9829832","9981930","9752356","9842183","9872992","9934376","9896451","9961664","9989576","9988679","9999125","9999160","9995934"
"Paradission","NOVICE","821","1","76","1","4","2","11","58","76","76","74","74","74","74","72","72","71","67","61","9927742","329024","9960774","9581589","10000000","9964312","9803746","10000000","9996077","9962866","9928086","9988589","10000000","9995517","10000000","9701883","9456067","10000000","0","10000000"
"Paradission","ADVANCED","821","2","308","0","85","49","112","62","308","308","308","305","298","285","267","237","202","157","116","9864993","210337","9815178","9715155","9807994","9854081","9909464","9899784","9978652","9801469","9788005","9927502","9912474","9921176","9881475","9969704","10000000","10000000","0","9999486"
"Paradission","EXHAUST","821","3","3937","166","798","1977","888","108","3937","3931","3902","3837","3616","3351","2924","2414","1653","886","433","9754568","299736","9361755","8907862","9272973","9621747","9862387","9885240","9965996","9238446","9560900","9739577","9842059","9880159","9927716","9962446","9982389","9986103","9989206","9996560"
"Locus of Control","NOVICE","822","1","77","0","0","2","4","71","77","77","77","77","77","77","77","77","76","75","75","9996576","17214","9996970","0","10000000","9990909","9999273","10000000","10000000","9994444","10000000","9986777","10000000","10000000","10000000","9998485","10000000","10000000","0","10000000"
"Locus of Control","ADVANCED","822","2","106","0","35","4","12","55","106","106","106","106","91","84","76","73","70","69","68","9796572","317593","9768964","9568733","9410179","9796512","9992588","9894878","10000000","9570806","9768394","9862983","9998502","10000000","9947439","9999251","10000000","10000000","0","10000000"
"Locus of Control","EXHAUST","822","3","1580","128","289","664","259","240","1576","1572","1532","1496","1421","1360","1281","1207","997","733","458","9778602","452717","8888253","9276675","9549208","9762594","9883549","9899374","9985480","9395385","9769731","9806059","9869932","9937506","9908719","9984401","9989059","9964106","9995165","9998363"
"Never Let It End","NOVICE","823","1","75","0","4","1","2","68","75","75","75","75","75","75","74","72","71","70","70","9983030","72726","10000000","9787878","9880165","9990634","9999339","10000000","10000000","9940844","10000000","9986777","9998163","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Never Let It End","ADVANCED","823","2","91","0","25","0","7","59","91","91","90","86","80","75","70","70","67","65","64","9820731","349746","9729421","9649249","9633526","9752963","9940131","10000000","10000000","9706614","9486740","9881098","9918195","9998791","10000000","10000000","10000000","10000000","0","10000000"
"Never Let It End","EXHAUST","823","3","1610","17","314","338","543","398","1609","1609","1582","1532","1481","1433","1376","1312","1197","1000","725","9837561","384219","9442379","9444552","9649918","9773848","9917107","9899521","9977857","9580461","9757489","9850731","9894348","9931279","9939413","9984245","9993363","9996152","9999247","9761225"
"Death Blossom","NOVICE","824","1","57","1","3","1","5","47","57","57","56","56","54","54","54","54","52","52","49","9927830","312787","9969900","0","9672241","9988688","10000000","10000000","9573578","9886601","9980491","9993729","10000000","10000000","10000000","9644649","10000000","10000000","0","10000000"
"Death Blossom","ADVANCED","824","2","115","3","37","9","25","41","115","115","111","104","96","92","79","76","71","66","60","9735701","420692","9574662","9202002","9406831","9811164","9917853","9552756","9843617","9489516","9775922","9862723","9939150","10000000","9690033","9998435","10000000","10000000","0","10000000"
"Death Blossom","EXHAUST","824","3","2596","13","682","1151","564","186","2595","2595","2594","2589","2502","2354","2186","2032","1653","1012","521","9845046","262594","9499375","9543534","9688754","9796843","9913363","9915530","9979913","9622600","9794974","9859127","9876466","9929016","9935475","9974203","9989312","9988229","9995294","9992628"
"Ok!! Hug Me","NOVICE","825","1","66","1","3","6","12","44","65","65","65","65","65","65","63","62","62","57","52","9828068","1192784","9973995","0","9875177","9995947","9995272","10000000","9996454","9930198","9984042","9995567","9989362","10000000","10000000","10000000","10000000","9989362","0","7556738"
"Ok!! Hug Me","ADVANCED","825","2","230","1","64","67","31","67","230","230","230","225","210","198","176","165","144","118","93","9819022","270606","9516614","9551412","9687261","9850302","9902638","9910605","9995421","9681279","9746105","9865799","9890400","9942557","9968079","9983647","10000000","9996075","0","10000000"
"Ok!! Hug Me","EXHAUST","825","3","4135","379","998","1951","618","189","4130","4123","4111","4093","3966","3754","3429","3065","2213","1237","588","9812711","393598","9292166","9331093","9539589","9752553","9891736","9893592","9971335","9472864","9708090","9846697","9874303","9919245","9921006","9945694","9982665","9981519","9985940","9992520"
"Ok!! Hug Me","GRAVITY","825","6","3225","156","931","1888","183","67","3206","3204","3190","3158","3044","2836","2426","1919","1244","569","247","9735104","553194","9672174","9118678","9241650","9476881","9800521","9881884","9936390","8931269","9379225","9615629","9755598","9846638","9902278","9927328","9963809","9979051","9986694","9992792"
"Everything but the Girl","NOVICE","826","1","77","0","6","1","5","65","77","77","77","77","75","75","71","71","71","71","69","9963372","136547","9992636","9234167","9947226","9949681","9999080","10000000","10000000","9875920","9998159","9971214","9999264","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Everything but the Girl","ADVANCED","826","2","83","4","14","9","13","43","83","83","81","80","77","77","73","72","64","57","52","9863676","340361","9884198","9855247","9760938","9729113","9954334","10000000","10000000","9819490","9425513","9943707","9945047","10000000","10000000","9950543","10000000","10000000","0","10000000"
"Everything but the Girl","EXHAUST","826","3","1196","21","208","489","272","206","1195","1193","1174","1156","1113","1078","1032","976","826","612","403","9832467","420275","9491234","9325720","9642268","9792496","9897055","9821726","9983013","9583075","9776843","9823509","9895854","9932070","9946741","9901700","9994338","9993807","9989520","9998614"
"ウエンレラの氷華","NOVICE","827","1","94","1","6","1","17","69","93","93","93","93","93","93","93","91","90","88","87","9882724","1022168","8335229","9863481","9999052","9989365","9996062","9995576","10000000","9516237","9998294","9980565","9993874","10000000","9996062","10000000","10000000","10000000","0","10000000"
"ウエンレラの氷華","ADVANCED","827","2","369","4","105","122","72","66","369","369","365","362","357","351","342","313","245","187","135","9874228","252539","9707915","9599199","9820989","9891506","9965517","9947116","9991292","9775884","9880267","9916284","9960260","9960742","9950715","9997769","9983940","10000000","9907209","10000000"
"ウエンレラの氷華","EXHAUST","827","3","3725","153","998","2235","216","123","3711","3708","3688","3664","3553","3353","3012","2594","1781","915","426","9784212","435159","9469151","9139064","9447179","9711973","9842080","9896110","9952763","9386239","9648441","9767019","9851558","9897964","9905954","9950227","9960625","9971342","9966504","9898197"
"ウエンレラの氷華","GRAVITY","827","6","3088","309","732","1751","225","71","2992","2983","2965","2940","2827","2647","2189","1697","1046","457","204","9617110","832526","9503782","9131618","9234410","9188205","9676095","9830305","9935605","8714641","8893100","9469016","9687262","9746808","9880944","9928276","9944652","9964699","9969131","9986672"
"akasha-assembly","NOVICE","828","1","60","0","9","2","6","43","60","60","58","58","58","57","56","54","53","51","48","9921081","265314","9905029","8595505","9994649","9930726","9998395","10000000","10000000","9799358","9919743","9997707","9995987","10000000","10000000","10000000","10000000","10000000","0","10000000"
"akasha-assembly","ADVANCED","828","2","317","5","165","54","31","62","315","315","311","288","248","211","179","162","137","118","101","9590818","845011","9579092","9360462","9556091","9636603","9580219","8986178","9998393","9574160","9460747","9727349","9237933","9354744","9755705","9997245","10000000","10000000","0","10000000"
"akasha-assembly","EXHAUST","828","3","3808","48","853","2115","640","152","3808","3808","3803","3769","3634","3444","3145","2752","2101","1135","543","9820871","218763","9711620","9268714","9496274","9735906","9889591","9921794","9967802","9451873","9691805","9828618","9879919","9910879","9943778","9964165","9971453","9986520","9973212","9989783"
"B.B.K.K.B.K.K.","NOVICE","829","1","129","3","49","3","23","51","129","129","125","124","121","117","102","90","77","70","64","9800793","381581","9869281","9779715","9632244","9787225","9757154","9846397","10000000","9765423","9806541","9859921","9852713","9883721","9893411","9368771","10000000","10000000","0","10000000"
"B.B.K.K.B.K.K.","ADVANCED","829","2","570","16","377","62","64","51","570","570","552","516","432","361","273","224","162","117","86","9573355","404629","9499379","9484990","9524503","9567882","9622454","9591117","9802036","9512038","9566724","9545225","9721742","9574414","9671016","9798344","10000000","10000000","10000000","10000000"
"B.B.K.K.B.K.K.","EXHAUST","829","3","4240","122","1225","2487","243","163","4238","4232","4178","4088","3817","3513","3001","2459","1708","904","463","9726709","334809","9232789","8960994","9330686","9623493","9817744","9887708","9953346","9240832","9560639","9723153","9800366","9871845","9912914","9944259","9965095","9964748","9989565","9990313"
"Celestial stinger","NOVICE","830","1","77","1","4","8","14","50","77","77","76","76","76","75","74","73","72","70","59","9945733","251492","9959524","9904761","9990000","9863393","9965528","9976530","9995918","9947500","9694898","9989286","9930714","9989796","9991558","9995918","10000000","10000000","0","10000000"
"Celestial stinger","ADVANCED","830","2","438","2","121","116","129","70","437","437","437","433","418","397","367","333","257","186","115","9835960","322819","9697676","9701377","9791192","9850669","9842260","9920692","9986926","9759654","9814743","9923679","9780295","9918823","9937865","9985365","10000000","9997366","10000000","10000000"
"Celestial stinger","EXHAUST","830","3","3792","138","860","1619","1009","166","3787","3787","3767","3728","3608","3447","3138","2700","1882","1018","459","9807003","342756","9444996","9116227","9517779","9724503","9887919","9904699","9964828","9413208","9692743","9816686","9852550","9906972","9907715","9963212","9971813","9980407","9980048","9991145"
"Celestial stinger","GRAVITY","830","6","3215","139","976","1866","220","14","3196","3191","3175","3148","2996","2718","2085","1500","854","299","109","9687302","469514","9465123","8847222","9314757","9428178","9718058","9817696","9917894","9062942","9364296","9517405","9682587","9754533","9849278","9903363","9940756","9955645","9972608","9980078"
"The End of War","NOVICE","831","1","54","0","1","4","7","42","54","54","54","53","53","53","53","53","53","52","49","9976888","142840","9984399","0","9781591","9998582","9996657","10000000","10000000","9920957","9998440","9995320","9998440","10000000","10000000","9995320","10000000","10000000","0","10000000"
"The End of War","ADVANCED","831","2","208","5","69","45","45","44","208","208","206","193","181","157","142","130","113","92","68","9727114","360356","9456602","9461227","9572910","9785068","9777135","9819219","9998247","9579821","9662010","9761370","9873303","9835077","9825096","9957183","9996194","10000000","0","10000000"
"The End of War","EXHAUST","831","3","3473","213","1185","1824","220","31","3472","3472","3433","3355","3088","2739","2161","1592","932","407","143","9682380","301750","9530911","8948907","9194831","9464982","9763067","9827776","9927837","9123126","9376636","9593721","9718160","9795950","9870410","9922196","9941243","9951193","9979424","9984707"
"Completeness Under Incompleteness","NOVICE","832","1","84","0","8","4","30","42","84","84","84","84","84","84","83","82","78","74","60","9973727","59020","9984450","9907894","9963517","9989832","9982722","9983054","9994019","9943181","9989533","9983145","9999003","9995016","9988038","9978319","10000000","9997010","0","10000000"
"Completeness Under Incompleteness","ADVANCED","832","2","434","1","148","121","106","58","433","433","433","429","423","398","367","332","263","186","129","9830433","513733","9768343","9653400","9743467","9871216","9922890","9950167","9650782","9740620","9876660","9908569","9914393","9940654","9924175","9519032","9999357","9994856","0","10000000"
"Completeness Under Incompleteness","EXHAUST","832","3","3934","97","765","1973","994","105","3932","3932","3930","3902","3828","3660","3365","2952","2110","1170","508","9834478","279940","9599428","9323299","9579356","9769120","9895461","9906875","9968822","9519884","9720167","9847753","9891485","9889297","9937282","9967045","9976349","9981459","9988009","9992780"
"Completeness Under Incompleteness","GRAVITY","832","6","3265","256","1639","1289","61","20","3235","3224","3191","3131","2937","2555","1775","1155","568","211","96","9605041","602016","8943777","8646191","9181853","9329622","9612878","9716951","9892984","8827183","9168717","9409914","9611098","9663991","9783636","9879683","9927426","9929182","9960476","9983694"
"Voynich:Manuscript","NOVICE","833","1","55","0","0","1","7","47","55","55","55","55","55","55","55","55","54","54","52","9994752","19021","9966480","0","9983240","9997461","9999284","10000000","10000000","9982043","9994413","9997672","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Voynich:Manuscript","ADVANCED","833","2","96","0","20","14","32","30","96","96","96","93","91","85","85","82","71","61","42","9871156","251925","9556005","9596436","9910527","9862886","9900918","10000000","9995923","9801114","9836096","9874214","9929483","9996506","9919811","9994759","10000000","10000000","0","10000000"
"Voynich:Manuscript","EXHAUST","833","3","3814","510","997","1766","486","55","3812","3810","3804","3758","3618","3289","2761","2163","1398","663","262","9754081","326558","9493837","9162199","9387542","9608455","9827269","9864398","9945262","9308761","9540268","9707124","9779637","9855132","9900041","9941107","9949169","9956832","9965742","9987265"
"eastward -sdvx edit-","NOVICE","834","1","57","0","1","1","5","50","57","57","57","57","57","57","57","57","55","55","55","9993514","29887","9994718","0","10000000","9977699","9999413","10000000","10000000","9990708","9961268","9998239","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"eastward -sdvx edit-","ADVANCED","834","2","99","0","32","15","16","36","99","99","97","96","87","79","74","71","65","62","54","9791989","336140","9633139","9377907","9744961","9824197","9857684","10000000","9852537","9665850","9919435","9800249","9846124","10000000","9932816","9837791","10000000","10000000","0","10000000"
"eastward -sdvx edit-","EXHAUST","834","3","3726","34","694","1341","1325","332","3726","3726","3709","3666","3568","3377","3124","2837","2256","1478","827","9837712","233428","9424307","9312850","9573416","9776537","9911042","9916750","9977534","9491388","9740806","9849945","9893253","9916597","9946027","9976869","9986260","9994386","9986270","9995470"
"Lord=Crossight","NOVICE","835","1","234","12","48","14","74","86","234","234","233","225","217","207","191","183","172","157","120","9848830","284001","9821043","9517688","9807304","9794526","9951005","9932735","9971973","9738626","9756685","9928678","9924922","9898290","9913032","9986232","9801943","10000000","0","10000000"
"Lord=Crossight","ADVANCED","835","2","588","15","172","82","234","85","586","586","579","565","540","506","456","406","320","234","139","9755770","647348","9545845","9508358","9702899","9822953","9883536","9881362","9994719","9625082","9800201","9689880","9878198","9916133","9892352","9988743","9993653","9998640","0","10000000"
"Lord=Crossight","EXHAUST","835","3","4280","86","1037","2620","476","61","4279","4278","4262","4224","4002","3715","3181","2469","1576","669","287","9756901","256212","9496667","9112477","9377113","9662045","9846703","9882217","9941753","9334344","9616808","9756774","9834665","9876920","9906357","9936146","9962755","9965462","9982506","9988137"
"Lord=Crossight","GRAVITY","835","6","3642","219","1451","1906","65","1","3639","3637","3599","3538","3216","2697","1741","1069","385","100","16","9616680","316935","9346388","8882506","9207732","9367422","9662549","9761643","9867472","8888612","9238941","9485307","9628308","9714915","9781939","9856116","9890580","9915143","9936248","9958407"
"NEO TREASON","NOVICE","836","1","76","1","5","2","11","57","75","75","75","75","75","75","75","75","72","70","68","9858900","1132425","8339518","9926716","9993042","9992012","9993912","10000000","9998261","9501502","9996908","9980519","9997349","10000000","9998454","10000000","10000000","10000000","0","10000000"
"NEO TREASON","ADVANCED","836","2","428","8","121","184","59","56","428","428","426","423","409","394","357","301","212","136","87","9825000","230953","9614449","9678111","9801231","9825595","9865790","9918014","9986588","9747909","9785682","9887450","9851981","9939348","9878099","9980013","10000000","9992847","0","10000000"
"NEO TREASON","EXHAUST","836","3","4209","277","992","2301","510","129","4201","4201","4193","4175","4106","3960","3580","3018","2025","1097","497","9821344","361824","9542665","9365240","9524977","9770545","9894984","9879563","9945257","9491449","9749590","9830699","9866848","9907642","9908007","9960386","9968905","9981275","9979080","9991816"
"NEO TREASON","GRAVITY","836","6","3842","288","1553","1779","197","25","3830","3830","3826","3818","3744","3434","2560","1788","1028","433","163","9731779","363613","9725683","9000782","9415659","9565445","9777587","9834342","9933807","9290445","9478471","9663789","9743774","9813828","9867013","9916998","9949492","9961454","9981097","9989831"
"Triple Counter","NOVICE","837","1","256","54","62","14","44","82","253","253","250","242","227","219","191","183","165","142","119","9738605","698906","9707978","9676383","9491930","9739054","9935485","9855484","9575766","9622002","9619282","9917366","9967495","9906126","9590391","9674901","9996294","10000000","9995059","9867218"
"Triple Counter","ADVANCED","837","2","489","54","207","131","56","41","488","487","472","442","377","309","248","207","164","114","76","9582904","453365","9337048","9471426","9473820","9615917","9644589","9598420","9883970","9504539","9464377","9623246","9860772","9637736","9710903","9884099","9999342","8398069","9466754","10000000"
"Triple Counter","EXHAUST","837","3","4418","127","742","2756","541","252","4418","4418","4417","4410","4360","4241","3909","3420","2578","1454","776","9862855","157267","9574656","9407981","9653910","9820364","9920587","9946854","9978468","9620020","9787275","9869692","9914355","9938519","9959277","9976976","9976766","9982445","9994023","9998092"
